,input_queries
937,join professionals.professional_id-treatments.professional_id join treatments.treatment_type_code-treatment_types.treatment_type_code
938,join professionals.professional_id-treatments.professional_id
939,scan battle
940,scan battle
941,scan battle
942,scan likes
943,scan friend
944,scan friend
945,scan documents
946,join documents.template_id-templates.template_id
947,join documents.template_id-templates.template_id scan templates.template_type_code
948,scan cars_data
949,join car_names.makeid-cars_data.id scan cars_data.cylinders
950,scan instructor
951,scan instructor group by dept_name
952,scan instructor group by dept_name order by avg ( salary )  desc limit 1
953,scan instructor group by dept_name order by avg ( salary )   limit 1
954,scan instructor
955,scan instructor
956,scan station
957,join train_station.station_id-station.id join train.train_id-train_station.train_id scan train_station.station_id
958,join train_station.station_id-station.id join train.train_id-train_station.train_id scan train_station.station_id
959,join train_station.station_id-station.id join train.train_id-train_station.train_id scan train_station.station_id
960,scan station
961,scan film
962,scan t1 scan t2
963,scan film
964,scan captain
965,scan captain
966,scan technician
967,scan technician
968,scan technician
969,scan technician
970,scan teachers
971,scan teachers
972,scan teachers
973,scan teachers
974,scan track
975,scan track
976,scan track
977,scan song
978,join files.f_id-song.f_id scan files.duration
979,scan classroom
980,scan classroom
981,scan classroom
982,scan classroom order by capacity limit 1
983,scan classroom
984,scan guests group by gender_code order by count ( * )  desc
985,scan guests
986,scan guests
987,scan guests
988,scan track
989,scan track
990,scan track
991,scan film
992,scan film group by studio order by count ( * )  desc limit 1
993,scan order_items
994,scan order_items
995,scan student
996,scan student
997,scan student
998,scan student
999,scan student
1000,scan film
1001,scan film
1002,scan film
1003,scan film
1004,scan film
1005,scan film
1006,scan film
1007,scan flight group by destination scan origin scan flno
1008,scan flight group by destination scan flno
1009,scan flight group by destination
1010,scan flight group by destination order by count ( * )  limit 1
1011,join dorm.dormid-has_amenity.dormid join has_amenity.amenid-dorm_amenity.amenid scan dorm_amenity.amenity_name
1012,scan dorm
1013,scan dorm
1014,scan dorm
1015,scan employees
1016,scan employees
1017,scan employees
1018,scan products
1019,scan products
1020,scan products
1021,scan products
1022,scan products group by manufacturer
1023,scan manufacturers
1024,scan manufacturers
1025,scan artist
1026,scan artist
1027,scan game
1028,scan injury_accident order by number_of_matches desc limit 1
1029,join documents.document_type_code-document_sections.document_code join document_sections.section_id-document_sections_images.section_id
1030,join documents.document_type_code-document_sections.document_code join document_sections.section_id-document_sections_images.section_id
1031,join student.stuid-lives_in.stuid join dorm.dormid-lives_in.dormid scan dorm.dorm_name
1032,scan student
1033,scan student
1034,scan student
1035,scan dorm
1036,scan rating
1037,scan rating
1038,scan rating
1039,scan rating
1040,scan rating order by ratingdate desc limit  1
1041,scan elimination
1042,join elimination.wrestler_id-wrestler.wrestler_id
1043,scan customers
1044,scan customers
1045,scan customers
1046,scan customers
1047,join college.name-tryout.cname scan tryout.decision
1048,join college.name-tryout.cname scan tryout.ppos
1049,scan products
1050,scan club
1051,scan student
1052,scan student
1053,scan personfriend
1054,scan personfriend
1055,scan personfriend
1056,scan personfriend
1057,scan head
1058,scan head
1059,scan head
1060,scan head
1061,scan head order by age desc limit 1
1062,scan head
1063,scan employees group by role_code order by count ( * )  desc limit 1
1064,scan employees
1065,scan employees
1066,join accounts.custid-savings.custid scan accounts.name
1067,join accounts.custid-savings.custid scan accounts.name
1068,scan accounts
1069,join accounts.custid-savings.custid join accounts.name-accounts.name
1070,scan employees
1071,scan employees
1072,scan employees
1073,scan staff
1074,scan staff
1075,scan staff
1076,scan staff
1077,scan submission
1078,join acceptance.submission_id-submission.submission_id
1079,scan t1 scan t2
1080,scan products
1081,scan product_characteristics group by characteristic_id order by count ( * )  desc limit 1
1082,scan products group by product_category_code order by count ( * )  limit 1
1083,scan appellations
1084,join appellations.appelation-wine.appelation scan appellations.area scan wine.year
1085,scan appellations
1086,scan roller_coaster
1087,scan roller_coaster
1088,scan roller_coaster
1089,scan roller_coaster order by length desc limit 1
1090,scan company
1091,scan company
1092,scan company
1093,scan orders
1094,scan customers
1095,scan wine
1096,scan wine
1097,scan wine
1098,scan cinema
1099,scan cinema
1100,scan cinema
1101,scan cinema
1102,scan customer_master_index
1103,join customer_master_index.master_customer_id-cmi_cross_references.master_customer_id scan customer_master_index.cmi_details
1104,scan lots
1105,scan lots except select t1.lot_details
1106,scan election
1107,join county.county_id-election.district scan election.committee
1108,scan election
1109,join county.county_id-election.district scan election.committee
1110,scan t1 scan t2
1111,scan t1 scan t2
1112,join addresses.address_id-customers.address_id scan addresses.city
1113,join aircraft.aircraft_id-certificate.aid scan aircraft.distance
1114,scan t1 scan t2
1115,scan tryout
1116,join college.name-tryout.cname scan tryout.ppos
1117,scan phone_market
1118,scan phone
1119,scan manufacturers
1120,scan manufacturers
1121,scan manufacturers
1122,scan manufacturers
1123,scan endowment
1124,scan endowment
1125,scan endowment
1126,scan savings
1127,join checking.custid-savings.custid
1128,join checking.custid-savings.balance
1129,scan city
1130,scan building
1131,join building.building_id-building.building_id
1132,scan building order by height_feet desc limit 1
1133,scan course
1134,join class.prof_num-employee.emp_num join class.crs_code-course.crs_code
1135,join class.prof_num-employee.emp_num join class.crs_code-course.crs_code
1136,join suppliers.supplier_id-supplier_addresses.supplier_id join supplier_addresses.address_id-addresses.other_address_details
1137,join suppliers.supplier_id-supplier_addresses.supplier_id join supplier_addresses.address_id-addresses.other_address_details
1138,join suppliers.supplier_id-supplier_addresses.supplier_id join supplier_addresses.address_id-addresses.address_id scan suppliers.supplier_name
1139,join suppliers.supplier_id-supplier_addresses.supplier_id join supplier_addresses.address_id-addresses.address_id scan suppliers.supplier_name
1140,scan customer_contact_channels
1141,scan customer_contact_channels
1142,scan customer_contact_channels order by active_to_date limit 1
1143,scan station
1144,scan trip
1145,scan station
1146,join station.id-station.name
1147,scan book_club except select publisher
1148,scan book_club
1149,scan book_club
1150,scan club
1151,scan member_of_club group by clubid
1152,join member_of_club.stuid-student.stuid scan student.lname scan student.fname
1153,scan product
1154,scan product
1155,scan product
1156,scan product
1157,scan product order by product_details desc limit 1
1158,scan t1 scan t2
1159,join medicine_enzyme_interaction.medicine_id-medicine.id
1160,join medicine_enzyme_interaction.medicine_id-medicine.id
1161,join user_profiles.uid-follows.f2 scan user_profiles.name
1162,join user_profiles.uid-follows.f2 scan user_profiles.name
1163,join user_profiles.uid-follows.f2 scan user_profiles.name
1164,join user_profiles.uid-follows.f2 scan user_profiles.name
1165,scan t1 scan t2
1166,scan t1 scan t2
1167,scan nurse order by name
1168,scan ref_colors
1169,scan products
1170,scan products
1171,scan fault_log
1172,scan fault_log_parts group by fault_log_entry_id
1173,join apartment_bookings.guest_id-guests.guest_id scan apartment_bookings.booking_status_code
1174,join apartment_bookings.guest_id-guests.guest_id scan apartment_bookings.booking_status_code
1175,join apartment_bookings.guest_id-guests.guest_id scan apartment_bookings.booking_status_code
1176,scan tracks
1177,scan tracks
1178,scan tracks
1179,scan player
1180,scan book_club
1181,scan book_club
1182,scan team order by name asc limit 1
1183,scan postseason
1184,scan video_games
1185,scan video_games
1186,scan video_games
1187,scan video_games group by gtype order by count ( * )  desc limit 1
1188,scan screen_mode
1189,scan phone
1190,scan phone
1191,scan record
1192,scan swimmer
1193,scan swimmer
1194,scan aircraft
1195,scan match group by winning_pilot order by count ( * )  desc limit 1
1196,scan match group by winning_aircraft order by count ( * )  desc limit 1
1197,join students.student_id-student_course_registrations.student_id join student_course_registrations.course_id-courses.course_id scan courses.course_name
1198,join students.student_id-student_course_registrations.student_id join student_course_registrations.course_id-courses.course_id scan courses.course_name
1199,scan ship
1200,scan ship
1201,scan ship
1202,scan ship
1203,scan party
1204,scan party
1205,scan election
1206,scan party
1207,join election.party-party.party_id scan election.committee
